slug,unit_index,unit_label,order
to-atte,48,Advanced comprehension — relations & conditions III,11
to-kitara,48,Advanced comprehension — relations & conditions III,12
to-wa-ie,48,Advanced comprehension — relations & conditions III,13
to-bakari-ni,48,Advanced comprehension — relations & conditions III,14
to-mo-naku,48,Advanced comprehension — relations & conditions III,15
to-mo-nashi-ni,48,Advanced comprehension — relations & conditions III,16
to-iwan-bakari-ni,48,Advanced comprehension — relations & conditions III,17
naishi-wa,48,Advanced comprehension — relations & conditions III,18
nai-made-mo,48,Advanced comprehension — relations & conditions III,19
ni-yorazu,48,Advanced comprehension — relations & conditions III,20
ni-todomarazu,48,Advanced comprehension — relations & conditions III,21
wa-oroka,48,Advanced comprehension — relations & conditions III,22
mashite-ya,48,Advanced comprehension — relations & conditions III,23
mottomo-2,48,Advanced comprehension — relations & conditions III,24
ya-ina-ya,48,Advanced comprehension — relations & conditions III,25
o-kaishite,48,Advanced comprehension — relations & conditions III,26
hitotsu-ni-wa,48,Advanced comprehension — relations & conditions III,27
narabi-ni,48,Advanced comprehension — relations & conditions III,28
kuwaete,48,Advanced comprehension — relations & conditions III,29
yue-ni,48,Advanced comprehension — relations & conditions III,30
setsu-ni,48,Advanced comprehension — relations & conditions III,31
jimita,49,Advanced comprehension — stance & evaluation I,1
sobireru,49,Advanced comprehension — stance & evaluation I,2
biru,49,Advanced comprehension — stance & evaluation I,3
buru,49,Advanced comprehension — stance & evaluation I,4
makuru,49,Advanced comprehension — stance & evaluation I,5
meku,49,Advanced comprehension — stance & evaluation I,6
sokonau,49,Advanced comprehension — stance & evaluation I,7
kirai-ga-aru,49,Advanced comprehension — stance & evaluation I,8
kurai-no-mono-da,49,Advanced comprehension — stance & evaluation I,9
zu-jimai,49,Advanced comprehension — stance & evaluation I,10
zu-niwa-sumanai,49,Advanced comprehension — stance & evaluation I,11
ta-koto-ni-suru,49,Advanced comprehension — stance & evaluation I,12
ta-tsumori-wa-nai,49,Advanced comprehension — stance & evaluation I,13
ta-made-da,49,Advanced comprehension — stance & evaluation I,14
tameshi-ga-nai,49,Advanced comprehension — stance & evaluation I,15
darou-ni,49,Advanced comprehension — stance & evaluation I,16
temo-dou-ni-mo-naranai,49,Advanced comprehension — stance & evaluation I,17
temo-sashitsukaenai,49,Advanced comprehension — stance & evaluation I,18
temo-shiranai,49,Advanced comprehension — stance & evaluation I,19
te-kanawanai,49,Advanced comprehension — stance & evaluation I,20
te-sumu-koto-dewa-nai,49,Advanced comprehension — stance & evaluation I,21
dewa-sumanai,49,Advanced comprehension — stance & evaluation I,22
demo-nan-demo-nai,49,Advanced comprehension — stance & evaluation I,23
to-iu-tokoro,49,Advanced comprehension — stance & evaluation I,24
towa-kurabemono-ni-naranai,49,Advanced comprehension — stance & evaluation I,25
to-ienaku-mo-nai,49,Advanced comprehension — stance & evaluation I,26
dokoro-no-hanashi-de-wa-nai,49,Advanced comprehension — stance & evaluation I,27
nai-tomo-kagiranai,49,Advanced comprehension — stance & evaluation I,28
nai-mono-ka,49,Advanced comprehension — stance & evaluation I,29
nai-mono-demo-nai,49,Advanced comprehension — stance & evaluation I,30
niwa-ataranai,49,Advanced comprehension — stance & evaluation I,31
ni-wa-muri-ga-aru,49,Advanced comprehension — stance & evaluation I,32
nimo-hodo-ga-aru,50,Advanced comprehension — stance & evaluation II,1
ni-atai-suru,50,Advanced comprehension — stance & evaluation II,2
ni-taeru,50,Advanced comprehension — stance & evaluation II,3
ni-taranai,50,Advanced comprehension — stance & evaluation II,4
ni-kagitta-koto-dewa-nai,50,Advanced comprehension — stance & evaluation II,5
hou-ga-mashi-da,50,Advanced comprehension — stance & evaluation II,6
hodo-no-koto-dewa-nai,50,Advanced comprehension — stance & evaluation II,7
made-no-koto-da,50,Advanced comprehension — stance & evaluation II,8
mono-toshite,50,Advanced comprehension — stance & evaluation II,9
mono-to-suru,50,Advanced comprehension — stance & evaluation II,10
mono-to-omou,50,Advanced comprehension — stance & evaluation II,11
mono-to-omotte-ita,50,Advanced comprehension — stance & evaluation II,12
mono-to-omowareru,50,Advanced comprehension — stance & evaluation II,13
mo-douzen-da,50,Advanced comprehension — stance & evaluation II,14
you-ni-mo-nai,50,Advanced comprehension — stance & evaluation II,15
ru-made-da,50,Advanced comprehension — stance & evaluation II,16
o-yoginaku-saseru,50,Advanced comprehension — stance & evaluation II,17
o-yoginaku-sareru,50,Advanced comprehension — stance & evaluation II,18
n-bakari-ni,50,Advanced comprehension — stance & evaluation II,19
kiri-ga-nai,50,Advanced comprehension — stance & evaluation II,20
shimatsu-da,50,Advanced comprehension — stance & evaluation II,21
shidai-desu,50,Advanced comprehension — stance & evaluation II,22
hame-ni-naru,50,Advanced comprehension — stance & evaluation II,23
sube-ga-nai,50,Advanced comprehension — stance & evaluation II,24
kagiri-da,50,Advanced comprehension — stance & evaluation II,25
nimo-nai,50,Advanced comprehension — stance & evaluation II,26
sore-made-da,50,Advanced comprehension — stance & evaluation II,27
takute-mo-nai,50,Advanced comprehension — stance & evaluation II,28
te-bakari-wa-irarenai,50,Advanced comprehension — stance & evaluation II,29
to-itta-tokoro-da,50,Advanced comprehension — stance & evaluation II,30
ni-wa-oyobanai,50,Advanced comprehension — stance & evaluation II,31
shinpai-ga-aru,50,Advanced comprehension — stance & evaluation II,32
kara-ni-itaru-made,51,Advanced comprehension — description & nuance I,1
kara-aru,51,Advanced comprehension — description & nuance I,2
ka-ina-ka,51,Advanced comprehension — description & nuance I,3
gurumi,51,Advanced comprehension — description & nuance I,4
zukume,51,Advanced comprehension — description & nuance I,5
da-no-da-no,51,Advanced comprehension — description & nuance I,6
nara-dewa,51,Advanced comprehension — description & nuance I,7
nari-nari,51,Advanced comprehension — description & nuance I,8
no-yara,51,Advanced comprehension — description & nuance I,9
no-yara-no-yara,51,Advanced comprehension — description & nuance I,10
ka-de,51,Advanced comprehension — description & nuance I,11
sura,51,Advanced comprehension — description & nuance I,12
soko-o,51,Advanced comprehension — description & nuance I,13
tada-nomi-da,51,Advanced comprehension — description & nuance I,14
o-4,51,Advanced comprehension — description & nuance I,15
ni-shite,51,Advanced comprehension — description & nuance I,16
aete,51,Advanced comprehension — description & nuance I,17
akumade-mo,51,Advanced comprehension — description & nuance I,18
anagachi-nai,51,Advanced comprehension — description & nuance I,19
ikani,51,Advanced comprehension — description & nuance I,20
kotogotoku,51,Advanced comprehension — description & nuance I,21
sazo,51,Advanced comprehension — description & nuance I,22
sore-nari-ni,51,Advanced comprehension — description & nuance I,23
takaga,51,Advanced comprehension — description & nuance I,24
to-mo-suru-to,51,Advanced comprehension — description & nuance I,25
to-mo-sureba,51,Advanced comprehension — description & nuance I,26
dou-ka-suru-to,52,Advanced comprehension — description & nuance II,1
dou-nimo,52,Advanced comprehension — description & nuance II,2
dou-ni-mo-nai,52,Advanced comprehension — description & nuance II,3
naosara,52,Advanced comprehension — description & nuance II,4
marukkiri,52,Advanced comprehension — description & nuance II,5
hetani,52,Advanced comprehension — description & nuance II,6
chuto-hanpa,52,Advanced comprehension — description & nuance II,7
nanra-nai,52,Advanced comprehension — description & nuance II,8
onoono,52,Advanced comprehension — description & nuance II,9
shiite,52,Advanced comprehension — description & nuance II,10
an-no-jo,52,Advanced comprehension — description & nuance II,11
kiwamete,52,Advanced comprehension — description & nuance II,12
oomune,52,Advanced comprehension — description & nuance II,13
miru-kara-ni,52,Advanced comprehension — description & nuance II,14
karoujite,52,Advanced comprehension — description & nuance II,15
meimei,52,Advanced comprehension — description & nuance II,16
rai,52,Advanced comprehension — description & nuance II,17
to-ittara-nai,52,Advanced comprehension — description & nuance II,18
domo,52,Advanced comprehension — description & nuance II,19
nami,52,Advanced comprehension — description & nuance II,20
ikan,52,Advanced comprehension — description & nuance II,21
ikanaru,52,Advanced comprehension — description & nuance II,22
nara-de-wa-no,52,Advanced comprehension — description & nuance II,23
mamire,52,Advanced comprehension — description & nuance II,24
ichi-to-shite-nai,52,Advanced comprehension — description & nuance II,25
ga-nara,53,Appendix — rare literary links & rhetoric I,1
de-are-de-are,53,Appendix — rare literary links & rhetoric I,2
de-arou-ga,53,Appendix — rare literary links & rhetoric I,3
ikan-da,53,Appendix — rare literary links & rhetoric I,4
ikan-ni-kakawarazu,53,Appendix — rare literary links & rhetoric I,5
kare-kare,53,Appendix — rare literary links & rhetoric I,6
koso-are,53,Appendix — rare literary links & rhetoric I,7
koso-sure,53,Appendix — rare literary links & rhetoric I,8
koto-tote,53,Appendix — rare literary links & rhetoric I,9
zu-shite,53,Appendix — rare literary links & rhetoric I,10
zu-tomo,53,Appendix — rare literary links & rhetoric I,11
de-arou-ga-to,53,Appendix — rare literary links & rhetoric I,12
de-arou-to-de-arou-to,53,Appendix — rare literary links & rhetoric I,13
to-iwazu,53,Appendix — rare literary links & rhetoric I,14
to-iwazu-to-iwazu,53,Appendix — rare literary links & rhetoric I,15
nara-iza-shirazu,53,Appendix — rare literary links & rhetoric I,16
ni-o-kasanete,53,Appendix — rare literary links & rhetoric I,17
ni-atte,53,Appendix — rare literary links & rhetoric I,18
ni-kakatte-wa,53,Appendix — rare literary links & rhetoric I,19
ni-kakotsukete,53,Appendix — rare literary links & rhetoric I,20
ni-kamakete,53,Appendix — rare literary links & rhetoric I,21
ni-shite-2,53,Appendix — rare literary links & rhetoric I,22
ni-itattemo,53,Appendix — rare literary links & rhetoric I,23
wa-atte-mo,53,Appendix — rare literary links & rhetoric I,24
wa-are,53,Appendix — rare literary links & rhetoric I,25
wa-iu-ni-oyobazu,54,Appendix — rare literary links & rhetoric II,1
ba-koso,54,Appendix — rare literary links & rhetoric II,2
beku,54,Appendix — rare literary links & rhetoric II,3
beku-shite,54,Appendix — rare literary links & rhetoric II,4
you-ttatte,54,Appendix — rare literary links & rhetoric II,5
n-ga-tame-ni,54,Appendix — rare literary links & rhetoric II,6
katawara,54,Appendix — rare literary links & rhetoric II,7
samo-nakuba,54,Appendix — rare literary links & rhetoric II,8
saru-koto-nagara,54,Appendix — rare literary links & rhetoric II,9
to-naku,54,Appendix — rare literary links & rhetoric II,10
ni-to-mo-naru-to,54,Appendix — rare literary links & rhetoric II,11
ni-to-mo-nareba,54,Appendix — rare literary links & rhetoric II,12
ni-shita-tokoro-de,54,Appendix — rare literary links & rhetoric II,13
ni-itatte-wa,54,Appendix — rare literary links & rhetoric II,14
no-no-to,54,Appendix — rare literary links & rhetoric II,15
mo-saru-koto-nagara,54,Appendix — rare literary links & rhetoric II,16
mono-o,54,Appendix — rare literary links & rhetoric II,17
o-oite-hoka-ni-wa-nai,54,Appendix — rare literary links & rhetoric II,18
o-mono-to-mo-sezu,54,Appendix — rare literary links & rhetoric II,19
o-yoso-ni,54,Appendix — rare literary links & rhetoric II,20
hiite-wa,54,Appendix — rare literary links & rhetoric II,21
iwanya,54,Appendix — rare literary links & rhetoric II,22
kangaeru-ni,54,Appendix — rare literary links & rhetoric II,23
yoshi,54,Appendix — rare literary links & rhetoric II,24
mai-no-you-ni,55,Appendix — rare forms & expressions I,1
kitte-no,55,Appendix — rare forms & expressions I,2
tari-tomo,55,Appendix — rare forms & expressions I,3
dani,55,Appendix — rare forms & expressions I,4
nari-tomo,55,Appendix — rare forms & expressions I,5
wa-wa,55,Appendix — rare forms & expressions I,6
taruya,55,Appendix — rare forms & expressions I,7
ichi-tari-tomo-nai,55,Appendix — rare forms & expressions I,8
gamashii,55,Appendix — rare forms & expressions I,9
te-yamanai,55,Appendix — rare forms & expressions I,10
ka-no-gotoku,55,Appendix — rare forms & expressions I,11
karou,55,Appendix — rare forms & expressions I,12
zu-ni-wa-okanai,55,Appendix — rare forms & expressions I,13
zu-ni-wa-orarenai,55,Appendix — rare forms & expressions I,14
te-shikaru-beki-da,55,Appendix — rare forms & expressions I,15
denakute-nan-darou,55,Appendix — rare forms & expressions I,16
dewa-arumai-ka,55,Appendix — rare forms & expressions I,17
tomo-arou,55,Appendix — rare forms & expressions I,18
ni-nai,55,Appendix — rare forms & expressions I,19
ni-shinobinai,55,Appendix — rare forms & expressions I,20
ni-hajinai,55,Appendix — rare forms & expressions I,21
ni-taru,55,Appendix — rare forms & expressions I,22
no-nan-no-tte,55,Appendix — rare forms & expressions I,23
bekarazu,55,Appendix — rare forms & expressions I,24
beku-mo-nai,55,Appendix — rare forms & expressions I,25
majiki,55,Appendix — rare forms & expressions I,26
n-to-suru,55,Appendix — rare forms & expressions I,27
gotoshi,55,Appendix — rare forms & expressions I,28
ikani-koto-ka,55,Appendix — rare forms & expressions I,29
kono-ue-nai,56,Appendix — rare forms & expressions II,1
taku-to-mo-nai,56,Appendix — rare forms & expressions II,2
to-demo-iu-beki,56,Appendix — rare forms & expressions II,3
nado-to-iu-mono-de-wa-nai,56,Appendix — rare forms & expressions II,4
ni-katakunai,56,Appendix — rare forms & expressions II,5
okinji-enai,56,Appendix — rare forms & expressions II,6
no-kiwami,56,Appendix — rare forms & expressions II,7
no-itari,56,Appendix — rare forms & expressions II,8
atakamo,56,Appendix — rare forms & expressions II,9
samo,56,Appendix — rare forms & expressions II,10
dou-ni-mo-kou-ni-mo-nai,56,Appendix — rare forms & expressions II,11
namaji-kka,56,Appendix — rare forms & expressions II,12
ni-mo-naku,56,Appendix — rare forms & expressions II,13
yaya-mo-suru-to,56,Appendix — rare forms & expressions II,14
yaya-mo-sureba,56,Appendix — rare forms & expressions II,15
yomoya,56,Appendix — rare forms & expressions II,16
omou-ni,56,Appendix — rare forms & expressions II,17
kiwamari-nai,56,Appendix — rare forms & expressions II,18
ku,56,Appendix — rare forms & expressions II,19
nasu,56,Appendix — rare forms & expressions II,20
o-oite-hoka-ni-nai,56,Appendix — rare forms & expressions II,21
o-kinzuru,56,Appendix — rare forms & expressions II,22
tatoete-iu-naraba,56,Appendix — rare forms & expressions II,23
tsuzuke-da,56,Appendix — rare forms & expressions II,24
tokitama-shika-nai,56,Appendix — rare forms & expressions II,25
wakeru,56,Appendix — rare forms & expressions II,26
oozei,56,Appendix — rare forms & expressions II,27
kiraida,56,Appendix — rare forms & expressions II,28
i-adjective,4,Describe things: い and な adjectives,1
na-adjective,4,Describe things: い and な adjectives,2
